Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,BFO CLIF specification label,BFO OWL specification label,curator note,CVDO definition,CVDO editor note,definition,definition source,editor note,editor preferred term,elucidation,example of usage,has associated axiom(fol),has associated axiom(nl),has axiom label,http://data.bioontology.org/metadata/prefixIRI,http://purl.obolibrary.org/obo/BFO_0000055,http://purl.obolibrary.org/obo/BFO_0000066,http://purl.obolibrary.org/obo/BFO_0000132,http://purl.obolibrary.org/obo/BFO_0000172,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/member,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,imported from,term editor
http://purl.obolibrary.org/obo/CVDO_0000412,inflammation process in a vein,,An inflammation process occurring in a vein.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000403,,,,,An inflammation process occurring in a vein.,,,,,,,,,,,CVDO:0000412,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000522,left ventricular diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000519,,,,,,,,,,,,,,,,CVDO:0000522,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FMA_7280,FMA_7280,,,FALSE,,,,,,,,,,,,,,,,,,,FMA:7280,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_13834,DOID_13834,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000154,,,,,,,,,,,,,,,,DOID:13834,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000499,mitral valve disorder,,A disorder always located in the mitral valve.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000045,,,,,A disorder always located in the mitral valve.,,,,,,,,,,,CVDO:0000499,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000489,ventricular tachyarrhythmia (process),,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000445,,,,,,,,,,,,,,,,CVDO:0000489,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000599,coronary artery pathological process,,,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000061,,,,,,,,,,,,,,,,CVDO:0000599,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000172,aortic valve improper close during left ventricular diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000210,,,,,,,,,,,,,,,,CVDO:0000172,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_57,DOID_57,,"A disease in which an abnormal structure in an aortic valve prevents it to close propertly during diastole, occasioning a retrograd blood flow through the valve.",FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000031,,,,,"A disease in which an abnormal structure in an aortic valve prevents it to close propertly during diastole, occasioning a retrograd blood flow through the valve.",,,,,,,,,,,DOID:57,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000512,unstable angina pectoris,,"An angina that worsens. It has at least one of these three features:
1. it occurs at rest (or with minimal exertion), usually lasting >10 min
2. it is severe and of new onset (i.e., within the prior 4–6 weeks)
3. it occurs with a crescendo pattern (i.e., distinctly more severe, prolonged, or frequent than before).",FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000510,,,,,"An angina that worsens. It has at least one of these three features:
1. it occurs at rest (or with minimal exertion), usually lasting >10 min
2. it is severe and of new onset (i.e., within the prior 4–6 weeks)
3. it occurs with a crescendo pattern (i.e., distinctly more severe, prolonged, or frequent than before).",,,,,,,,,,,CVDO:0000512,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_178,DOID_178,,A disease affecting a blood vessel.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000031,,,,,A disease affecting a blood vessel.,"Reorganization of the vascular diseases, and writing of Aristotelian definitions, is still ongoing.",,,,,,,,,,DOID:178,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_118,DOID_118,,,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000031,,,,,,,,,,,,,,,,DOID:118,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FMA_45840,FMA_45840,,,FALSE,,,,,,,,,,,,,,,,,,,FMA:45840,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000420,degenerated structure in a heart valve leaflet,,A disorder of degenerated structure in a heart valve leaflet.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000045,,,,,,,A disorder of degenerated structure in a heart valve leaflet.,,,,,,,,,CVDO:0000420,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000403,pathological inflammation process,,A pathological process of an organ or part of organ getting inflamed.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000061,,,,,A pathological process of an organ or part of organ getting inflamed.,,,,,,,,,,,CVDO:0000403,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000530,heart valve leaflet displacement into a cardiac chamber,,A pathological process of a heart valve being displaced into a cardiac chamber.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000210,,,,,,,A pathological process of a heart valve being displaced into a cardiac chamber.,,,,,,,,,CVDO:0000530,,http://purl.obolibrary.org/obo/FMA_7088,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000310,cardiac arrhythmia (process),,A pathological process involving the electrical activity of the heart.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000534,,,,,A pathological process involving the electrical activity of the heart.,,,,,,,,,,,CVDO:0000310,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_326,DOID_326,,"A pathological process of restriction in blood supply to tissues, causing a shortage of oxygen and glucose needed for cellular metabolism.",FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000061,,,,,"A pathological process of restriction in blood supply to tissues, causing a shortage of oxygen and glucose needed for cellular metabolism.",,,,,,,,,,,DOID:326,,http://purl.obolibrary.org/obo/FMA_3710,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000062,Mobitz I second degree sinoatrial block (disease),Wenckebach block,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000062,,,,,,,,Wenckebach block,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000045,Mobitz I second degree atrioventricular block (disease),,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000045,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000532,blood in the pericardial cavity,,A disorder of blood in the pericardial cavity.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000531,,,,,A disorder of blood in the pericardial cavity.,,,,,,,,,,,CVDO:0000532,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_11713,DOID_11713,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000231,,,,,,,,,,,,,,,,DOID:11713,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000407,inflammation process in aorta,,An inflammation process occurring in the aorta.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000403,,,,,An inflammation process occurring in the aorta.,,,,,,,,,,,CVDO:0000407,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000517,heart valve leaflet displacement into a cardiac chamber during ventricular diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000530,,,,,,,,,,,,,,,,CVDO:0000517,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_8514,DOID_8514,,A cor pulmonale that has an acute disease course during which the right ventricle becomes dilated.,FALSE,,,http://purl.obolibrary.org/obo/DOID_8515,,,,,A cor pulmonale that has an acute disease course during which the right ventricle becomes dilated.,'Acute pulmonary heart disease' and 'Acute cor pulmonale' (two classes imported from DOID) are considered as equivalent in CVDO.,,,,,,,,,,DOID:8514,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000277,pulmonary valve leaflet displacement into the right ventricle during right ventricular diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000530,,,,,,,,,,,,,,,,CVDO:0000277,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000140,continuant fiat boundary,,"b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])",FALSE,,,http://purl.obolibrary.org/obo/BFO_0000141,,ContinuantFiatBoundary,cf-boundary,,,,"b is a continuant fiat boundary = Def. b is an immaterial entity that is of zero, one or two dimensions and does not include a spatial region as part. (axiom label in BFO2 Reference: [029-001])",,"BFO 2 Reference: a continuant fiat boundary is a boundary of some material entity (for example: the plane separating the Northern and Southern hemispheres; the North Pole), or it is a boundary of some immaterial entity (for example of some portion of airspace). Three basic kinds of continuant fiat boundary can be distinguished (together with various combination kinds [29|BFO 2 Reference: In BFO 1.1 the assumption was made that the external surface of a material entity such as a cell could be treated as if it were a boundary in the mathematical sense. The new document propounds the view that when we talk about external surfaces of material objects in this way then we are talking about something fiat. To be dealt with in a future version: fiat boundaries at different levels of granularity.More generally, the focus in discussion of boundaries in BFO 2.0 is now on fiat boundaries, which means: boundaries for which there is no assumption that they coincide with physical discontinuities. The ontology of boundaries becomes more closely allied with the ontology of regions.|Continuant fiat boundary doesn't have a closure axiom because the subclasses don't necessarily exhaust all possibilites. An example would be the mereological sum of two-dimensional continuant fiat boundary and a one dimensional continuant fiat boundary that doesn't overlap it. The situation is analogous to temporal and spatial regions.",,,,(iff (ContinuantFiatBoundary a) (and (ImmaterialEntity a) (exists (b) (and (or (ZeroDimensionalSpatialRegion b) (OneDimensionalSpatialRegion b) (TwoDimensionalSpatialRegion b)) (forall (t) (locatedInAt a b t)))) (not (exists (c t) (and (SpatialRegion c) (continuantPartOfAt c a t)))))) // axiom label in BFO2 CLIF: [029-001] ,Every continuant fiat boundary is located at some spatial region at every time at which it exists,,BFO:0000140,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,,,,,
http://purl.obolibrary.org/obo/CVDO_0000523,right ventricular diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000519,,,,,,,,,,,,,,,,CVDO:0000523,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000540,ventricular tachyarrhythmia (disease),,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000540,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000191,impaired cardiac output,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000279,,,,,,,,,,,,,,,,CVDO:0000191,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_3363,DOID_3363,,,FALSE,,,http://purl.obolibrary.org/obo/DOID_2349,,,,,,,,,,,,,,,,DOID:3363,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000531,fluid in the pericardial cavity,,A disorder of fluid in the pericardial cavity.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000045,,,,,A disorder of fluid in the pericardial cavity.,,,,,,,,,,,CVDO:0000531,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000061,sinoatrial block (disease),,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000061,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000421,degenerated structure in an aortic valve leaflet,,A disorder of degenerated structure in an aortic valve leaflet.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000420,,,,,A disorder of degenerated structure in an aortic valve leaflet.,,,,,,,,,,,CVDO:0000421,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000173,retrograd blood flow through tricuspid valve during right ventricular systole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000182,,,,,,,,,,,,,,,,CVDO:0000173,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000043,atrioventricular block (disease),,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000043,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000153,wandering pacemaker,,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000153,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000004,independent continuant,,b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002]),FALSE,,,http://purl.obolibrary.org/obo/BFO_0000002,,IndependentContinuant,ic,,,,b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002]),,,,,the bottom right portion of a human torso|an orchestra.|the interior of your mouth|an atom|a chair|a molecule|a spatial region|a heart|an organism|a leg,(forall (x t) (if (IndependentContinuant x) (exists (r) (and (SpatialRegion r) (locatedInAt x r t))))) // axiom label in BFO2 CLIF: [134-001] |(iff (IndependentContinuant a) (and (Continuant a) (not (exists (b t) (specificallyDependsOnAt a b t))))) // axiom label in BFO2 CLIF: [017-002] |(forall (x t) (if (and (IndependentContinuant x) (existsAt x t)) (exists (y) (and (Entity y) (specificallyDependsOnAt y x t))))) // axiom label in BFO2 CLIF: [018-002] ,"For every independent continuant b and time t during the region of time spanned by its life, there are entities which s-depends_on b during t. (axiom label in BFO2 Reference: [018-002])|For any independent continuant b and any time t there is some spatial region r such that b is located_in r at t. (axiom label in BFO2 Reference: [134-001])",,BFO:0000004,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,,,,,
http://purl.obolibrary.org/obo/BFO_0000015,process,,"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])",FALSE,,,http://purl.obolibrary.org/obo/BFO_0000003,,Process,process,,,,"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])",,"BFO 2 Reference: The realm of occurrents is less pervasively marked by the presence of natural units than is the case in the realm of independent continuants. Thus there is here no counterpart of ‘object’. In BFO 1.0 ‘process’ served as such a counterpart. In BFO 2.0 ‘process’ is, rather, the occurrent counterpart of ‘material entity’. Those natural – as contrasted with engineered, which here means: deliberately executed – units which do exist in the realm of occurrents are typically either parasitic on the existence of natural units on the continuant side, or they are fiat in nature. Thus we can count lives; we can count football games; we can count chemical reactions performed in experiments or in chemical manufacturing. We cannot count the processes taking place, for instance, in an episode of insect mating behavior.Even where natural units are identifiable, for example cycles in a cyclical process such as the beating of a heart or an organism’s sleep/wake cycle, the processes in question form a sequence with no discontinuities (temporal gaps) of the sort that we find for instance where billiard balls or zebrafish or planets are separated by clear spatial gaps. Lives of organisms are process units, but they too unfold in a continuous series from other, prior processes such as fertilization, and they unfold in turn in continuous series of post-life processes such as post-mortem decay. Clear examples of boundaries of processes are almost always of the fiat sort (midnight, a time of death as declared in an operating theater or on a death certificate, the initiation of a state of war)",,,"a process of cell-division,  a beating of the heart|a process of sleeping|the course of a disease|the life of an organism|your process of aging.|a process of meiosis|the flight of a bird",(iff (Process a) (and (Occurrent a) (exists (b) (properTemporalPartOf b a)) (exists (c t) (and (MaterialEntity c) (specificallyDependsOnAt a c t))))) // axiom label in BFO2 CLIF: [083-003] ,,,BFO:0000015,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,,,,,
http://purl.obolibrary.org/obo/BFO_0000026,one-dimensional spatial region,,,FALSE,,,http://purl.obolibrary.org/obo/BFO_0000006,,OneDimensionalSpatialRegion,1d-s-region,,,,,,,,A one-dimensional spatial region is a line or aggregate of lines stretching from one point in space to another. (axiom label in BFO2 Reference: [038-001]),an edge of a cube-shaped portion of space.,(forall (x) (if (OneDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [038-001] ,,,BFO:0000026,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,,,,,
http://purl.obolibrary.org/obo/CVDO_0000513,heart pathological process involving a mitral valve,,A heart pathological process that has a mitral valve as a participant.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000061,,,,,,,A heart pathological process that has a mitral valve as a participant.,,,,,,,,,CVDO:0000513,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000164,heart valve leaflet displacement into a cardiac chamber during ventricular systole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000530,,,,,,,,,,,,,,,,CVDO:0000164,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000181,disturbed anterograd blood flow through mitral valve during left ventricular diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000183,,,,,,,,,,,,,,,,CVDO:0000181,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000274,cardiac ventricle pathological process,,A pathological process occurring in a cardiac ventricle.,FALSE,,,http://purl.obolibrary.org/obo/OGMS_0000061,,,,,A pathological process occurring in a cardiac ventricle.,,,,,,,,,,,CVDO:0000274,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_10880,DOID_10880,,,FALSE,,,http://purl.obolibrary.org/obo/DOID_3875,,,,,,,,,,,,,,,,DOID:10880,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000034,bacterial pericarditis,,A pericarditis caused by a bacterial infection.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000033,,,,,A pericarditis caused by a bacterial infection.,,,,,,,,,,,CVDO:0000034,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000144,left anterior fascicle,,,FALSE,,,http://purl.obolibrary.org/obo/FMA_6266,,,,,,,,,,,,,,,,CVDO:0000144,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FMA_3710,FMA_3710,,,FALSE,,,,,,,,,,,,,,,,,,,FMA:3710,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000411,inflammation process in a retinal artery,,An inflammation of the retinal artery.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000403,,,,,An inflammation of the retinal artery.,,,,,,,,,,,CVDO:0000411,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000504,aortic valve improper opening during left ventricular systole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000503,,,,,,,,,,,,,,,,CVDO:0000504,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000521,atrial diastole,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000542,,,,,,,,,,,,,,,,CVDO:0000521,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_14557,DOID_14557,,,FALSE,,,http://purl.obolibrary.org/obo/DOID_6432,,,,,,,,,,,,,,,,DOID:14557,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_12326,DOID_12326,,A cor pulmonale that has a chronic disease course during which the right ventricle becomes hypertrophied.,FALSE,,,http://purl.obolibrary.org/obo/DOID_8515,,,,,A cor pulmonale that has a chronic disease course during which the right ventricle becomes hypertrophied.,,,,,,,,,,,DOID:12326,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_341,DOID_341,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000231,,,,,,,,,,,,,,,,DOID:341,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000038,one-dimensional temporal region,,,FALSE,,,http://purl.obolibrary.org/obo/BFO_0000008,,OneDimensionalTemporalRegion,1d-t-region,,,,,,"BFO 2 Reference: A temporal interval is a special kind of one-dimensional temporal region, namely one that is self-connected (is without gaps or breaks).",,A one-dimensional temporal region is a temporal region that is extended. (axiom label in BFO2 Reference: [103-001]),the temporal region during which a process occurs.,(forall (x) (if (OneDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [103-001] ,,,BFO:0000038,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,,,,,
http://purl.obolibrary.org/obo/CVDO_0000408,inflammation process in a blood vessel,,An inflammation process in a blood vessel.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000403,,,,,An inflammation process in a blood vessel.,,,,,,,,,,,CVDO:0000408,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000315,Mobitz I second degree atrioventricular block (process),,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000312,,,,,,,,,,,,,,,,CVDO:0000315,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/FMA_12151,FMA_12151,,,FALSE,,,,,,,,,,,,,,,,,,,FMA:12151,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000541,inflammation process in a heart valve,,An inflammation process occurring in a heart valve.,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000403,,,,,An inflammation process occurring in a heart valve.,,,,,,,,,,,CVDO:0000541,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000301,junctional tachycardia (disease),,,FALSE,,,http://purl.obolibrary.org/obo/DOID_10273,,,,,,,,,,,,,,,,CVDO:0000301,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/CVDO_0000445,tachycardia (process),tachyarrhythmia (process),,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000310,,,,,,,,,,,,,,,,CVDO:0000445,,,,,,,,tachyarrhythmia (process),,,,,,
http://purl.obolibrary.org/obo/CVDO_0000462,accessory bundle,,,FALSE,,,http://purl.obolibrary.org/obo/CVDO_0000015,,,,,,,,,,,,,,,,CVDO:0000462,,,,,,,,,,,,,,
