Class ID,Preferred Label,Synonym,Definitions,Parents
http://purl.obolibrary.org/obo/CIDO_0000035,'COVID-19 diagnostic process by ELISA serological assay',,'A COVID-19 diagnostic process that uses an serological assay that tests the serum from the blood specimen by an Enzyme Linked Immunosorbent Assay (ELISA) screening test',http://purl.obolibrary.org/obo/CIDO_0000018
http://purl.obolibrary.org/obo/CIDO_0000036,'COVID-19 diagnostic process by immunofluorescence serological assay',,'A COVID-19 diagnostic process that uses an serological assay that tests the serum from the blood specimen by an Immunofluorescence assay (IFA)',http://purl.obolibrary.org/obo/CIDO_0000018
http://purl.obolibrary.org/obo/CIDO_0000037,'COVID-19 diagnostic process using real time RT-PCR',,'A COVID-19 diagnostic process that uses a real time RT-PCR test',http://purl.obolibrary.org/obo/CIDO_0000439
http://purl.obolibrary.org/obo/CIDO_0000038,'COVID-19 diagnostic process using nucleic acid detection',,'A COVID-19 diagnostic process that detects SARS-CoV-2 by amplification and identification of nucleic acids of SARS-CoV-2.',http://purl.obolibrary.org/obo/CIDO_0000424
http://purl.obolibrary.org/obo/CIDO_0000039,'COVID-19 diagnostic process using LAMP assay',,'A COVID-19 diagnostic process that detects SARS-CoV-2 by loop mediated isothermal amplification (LAMP) assay',http://purl.obolibrary.org/obo/CIDO_0000038
http://purl.obolibrary.org/obo/CIDO_0000043,'Biocerna SARS-CoV-2 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000044,'Nationwide Children’s Hospital SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000045,'AIT Laboratories SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000046,'UDX SARS-CoV-2 Molecular Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000047,'MicroGen DX COVID-19 Key',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000048,'Diatherix Eurofins SARS-CoV-2 PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000049,'Mayo Clinic SARS-CoV-2 Molecular Detection Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000050,'CirrusDx SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000051,'CDI Enhanced COVID-19 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000052,'Exact Sciences Laboratory SARS-CoV-2 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000054,'Baptist Health Care COVID-19 RT-PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000055,'Integrity Laboratories SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000056,'SDI SARS-CoV-2 AssayLetter Granting Inclusion',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000057,'ThermoFisher - Applied Biosystems TaqPath COVID-19 Combo Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000058,'Orig3n 2019 Novel Coronavirus (COVID-19) Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000059,'UNC Health SARS-CoV-2 real-time RT-PCR test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000060,'Stanford SARS-CoV-2 assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000061,'Viracor SARS-CoV-2 assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000062,'MGH COVID-19 qPCR assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000063,'CHOP SARS-CoV-2 RT-PCR test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000064,'Northwestern Medicine SARS-Cov-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000070,'Childrens-Altona-SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000084,'host-coronavirus interaction',,'A process that involves the interaction between the coronavirus and its host',http://purl.obolibrary.org/obo/BFO_0000015
http://purl.obolibrary.org/obo/CIDO_0000085,'coronavirus entry to cell',,'A coronavirus-host interaction by which the virus enters the host cell',http://purl.obolibrary.org/obo/CIDO_0000285	http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000086,'coronavirus replication inside cell',,'A coronavirus-host interaction by which the virus replicates inside the host cell',http://purl.obolibrary.org/obo/CIDO_0000285	http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000087,'host response to coronavirus infection',,'A coronavirus-host interaction by which the host responds to viral infection',http://purl.obolibrary.org/obo/CIDO_0000084
http://purl.obolibrary.org/obo/CIDO_0000090,'host response to SARS-CoV-2 infection',,'A coronavirus-host interaction by which the host responds to SARS-CoV-2 viral infection',http://purl.obolibrary.org/obo/CIDO_0000087
http://purl.obolibrary.org/obo/CIDO_0000095,'host response to SARS-CoV infection',,'A coronavirus-host interaction by which the host responds to SARS-CoV viral infection',http://purl.obolibrary.org/obo/CIDO_0000087
http://purl.obolibrary.org/obo/CIDO_0000096,'host response to MERS-CoV infection',,'A coronavirus-host interaction by which the host responds to MERS-CoV viral infection',http://purl.obolibrary.org/obo/CIDO_0000087
http://purl.obolibrary.org/obo/CIDO_0000097,'interruption to viral infection',,'A process that interrupts a viral infection in host',http://purl.obolibrary.org/obo/BFO_0000015
http://purl.obolibrary.org/obo/CIDO_0000098,'interruption to coronaviral infection',,'A process that interrupts a viral infection in host',http://purl.obolibrary.org/obo/CIDO_0000097
http://purl.obolibrary.org/obo/CIDO_0000099,'interruption to SARS-CoV-2 infection',,'A process that interrupts SARS-CoV-2 viral infection in host',http://purl.obolibrary.org/obo/CIDO_0000098
http://purl.obolibrary.org/obo/CIDO_0000100,'interruption to SARS-CoV infection',,'A process that interrupts SARS-CoV viral infection in host',http://purl.obolibrary.org/obo/CIDO_0000098
http://purl.obolibrary.org/obo/CIDO_0000101,'interruption to MERS-CoV infection',,'A process that interrupts MERS-CoV viral infection in host',http://purl.obolibrary.org/obo/CIDO_0000098
http://purl.obolibrary.org/obo/CIDO_0000102,'interruption to coronavirus cell invasion',,'A process that interrupts coronavirus entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000098
http://purl.obolibrary.org/obo/CIDO_0000103,'interruption to coronavirus replication in host cell',,'A process that interrupts coronavirus entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000098
http://purl.obolibrary.org/obo/CIDO_0000104,'interruption to SARS-CoV-2 cell invasion',,'A process that interrupts SARS-CoV-2 viral entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000102
http://purl.obolibrary.org/obo/CIDO_0000105,'interruption to SARS-CoV cell invasion',,'A process that interrupts SARS-CoV viral entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000102
http://purl.obolibrary.org/obo/CIDO_0000106,'interruption to MERS-CoV cell invasion',,'A process that interrupts SARS-CoV viral entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000102
http://purl.obolibrary.org/obo/CIDO_0000107,'interruption to SARS-CoV-2 replication in host cell',,'A process that interrupts SARS-CoV-2 virus entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000103
http://purl.obolibrary.org/obo/CIDO_0000108,'interruption to SARS-CoV replication in host cell',,'A process that interrupts SARS-CoV virus entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000103
http://purl.obolibrary.org/obo/CIDO_0000109,'interruption to MERS-CoV replication in host cell',,'A process that interrupts MERS-CoV virus entry to host cell',http://purl.obolibrary.org/obo/CIDO_0000103
http://purl.obolibrary.org/obo/CIDO_0000110,'modulation of host response to viral infection',,'A process that modulates host response to viral infection',http://purl.obolibrary.org/obo/BFO_0000015
http://purl.obolibrary.org/obo/CIDO_0000111,'modulation of host response to coronaviral infection',,'A process that modulates host response to coronaviral infection',http://purl.obolibrary.org/obo/CIDO_0000087	http://purl.obolibrary.org/obo/CIDO_0000110
http://purl.obolibrary.org/obo/CIDO_0000112,'modulation of host response to SARS-CoV-2 infection',,'A process that modulates host response to SARS-CoV-2 viral infection',http://purl.obolibrary.org/obo/CIDO_0000111
http://purl.obolibrary.org/obo/CIDO_0000113,'modulation of host response to SARS-CoV infection',,'A process that modulates host response to SARS-CoV viral infection',http://purl.obolibrary.org/obo/CIDO_0000111
http://purl.obolibrary.org/obo/CIDO_0000114,'modulation of host response to MERS-CoV infection',,'A process that modulates host response to SARS-CoV viral infection',http://purl.obolibrary.org/obo/CIDO_0000111
http://purl.obolibrary.org/obo/CIDO_0000116,'coronavirus assembly inside cell',,'A coronavirus process that involves in the virus assembly inside the host cell',http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000134,'coronavirus binding to host cell',,'A host-coronovirus interaction that involves in the coronavirus binding to a host cell',http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000151,'coronaviral disease pandemic',,,http://purl.obolibrary.org/obo/IDO_0000503
http://purl.obolibrary.org/obo/CIDO_0000152,'COVID-19 pandemic',,,http://purl.obolibrary.org/obo/CIDO_0000151
http://purl.obolibrary.org/obo/CIDO_0000153,'coronaviral disease epidemic',,,http://purl.obolibrary.org/obo/IDO_0000502
http://purl.obolibrary.org/obo/CIDO_0000154,'COVID-19 epidemic',,,http://purl.obolibrary.org/obo/CIDO_0000153
http://purl.obolibrary.org/obo/CIDO_0000155,'coronavirus transmission',,,http://purl.obolibrary.org/obo/TRANS_0000000
http://purl.obolibrary.org/obo/CIDO_0000180,'COVID-19 treatment',,'A treatment for the COVID-19 disease',http://purl.obolibrary.org/obo/OGMS_0000090
http://purl.obolibrary.org/obo/CIDO_0000181,'COVID-19 treatment with Remdesivir',,"'The treatment of COVID-19 using Remdesivir, which has been approved by an Emergency Use Authorization (EUA) from the US FDA'",http://purl.obolibrary.org/obo/CIDO_0000186
http://purl.obolibrary.org/obo/CIDO_0000182,'teatment with COVID-19 Convalescent Plasma',,"'COVID-19 Convalescent Plasma (CCP) is proposed for use under an Emergency Use Authorization (EUA) under section 564 of the Federal Food, Drug, and Cosmetic Act (the Act),(21 USC 360bbb-3) as a passive immune therapy for the treatment of hospitalized patients with COVID-19.'",http://purl.obolibrary.org/obo/CIDO_0000186
http://purl.obolibrary.org/obo/CIDO_0000186,'authorized COVID-19 teatment',,'A COVID-19 treatment that has been authorized by government for treating COVID-19 in a clinical setting',http://purl.obolibrary.org/obo/CIDO_0000180
http://purl.obolibrary.org/obo/CIDO_0000193,'coronaviral inhibition of host response',,,http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000195,'host-SARS-CoV-2 interaction',,,http://purl.obolibrary.org/obo/CIDO_0000084
http://purl.obolibrary.org/obo/CIDO_0000198,'coronaviral process to host',,'A host-coronavirus interaction process that is implemented by the virus',http://purl.obolibrary.org/obo/CIDO_0000084	http://purl.obolibrary.org/obo/OGMS_0000060
http://purl.obolibrary.org/obo/CIDO_0000199,'host-SARS-CoV interaction',,,http://purl.obolibrary.org/obo/CIDO_0000084
http://purl.obolibrary.org/obo/CIDO_0000200,'host-MERS-CoV interaction',,,http://purl.obolibrary.org/obo/CIDO_0000084
http://purl.obolibrary.org/obo/CIDO_0000201,'cytokine storm response to SARS-CoV-2 infection',,,http://purl.obolibrary.org/obo/CIDO_0000090
http://purl.obolibrary.org/obo/CIDO_0000202,'coronavirus shedding',,'A coronavirus process that involves in the release of the assemblied virion from the host cell',http://purl.obolibrary.org/obo/CIDO_0000285	http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000204,'coronaviral molecular interaction inside host cell',,'A host-coronavirus molecular interaction where the focus is the coronavirus process inside a host cell at the molecular level.',http://purl.obolibrary.org/obo/CIDO_0000198	http://purl.obolibrary.org/obo/CIDO_0000345
http://purl.obolibrary.org/obo/CIDO_0000218,'hydrolysis of angiotensin II into angiotensin (1-7)',,,http://purl.obolibrary.org/obo/GO_0016485
http://purl.obolibrary.org/obo/CIDO_0000250,'cleavage of angiotensin into angiotension II by ACE',,,http://purl.obolibrary.org/obo/GO_0016485
http://purl.obolibrary.org/obo/CIDO_0000251,'coronavirus survival in host cell',,,http://purl.obolibrary.org/obo/CIDO_0000198
http://purl.obolibrary.org/obo/CIDO_0000258,'COVID-19 diagnostic assay',,'An assay that is used for COVID-19 diagnosis',http://purl.obolibrary.org/obo/OBI_0000070
http://purl.obolibrary.org/obo/CIDO_0000259,'COVID-19 nucleic acid diagnostic assay',,'A COVID-19 diagnosti ssay that uses a nucleic acid sample',http://purl.obolibrary.org/obo/CIDO_0000258
http://purl.obolibrary.org/obo/CIDO_0000260,'COVID-19 real time RT-PCR diagnostic assay',,'A COVID-19 diagnostic assay that uses a real time RT-PCR test',http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000261,'COVID-19 LAMP diagnostic assay',,'A COVID-19 nucleic acid diagnostic assay that detects SARS-CoV-2 by loop mediated isothermal amplification (LAMP) assay',http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000262,'COVID-19 serological diagnostic assay',,'A COVID-19 diagnostic array that tests the serum from the blood specimen',http://purl.obolibrary.org/obo/CIDO_0000258
http://purl.obolibrary.org/obo/CIDO_0000263,'COVID-19 ELISA serological diagnostic assay',,'A COVID-19 diagnostic process that uses an serological assay that tests the serum from the blood specimen by an Enzyme Linked Immunosorbent Assay (ELISA) screening test',http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000264,'COVID-19 immunofluorescence serological diagnostic assay',,'A COVID-19 serological assay that tests the serum from the blood specimen by an Immunofluorescence assay (IFA)',http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000265,'CRISPR-based diagnotic assay for SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000258
http://purl.obolibrary.org/obo/CIDO_0000271,'angiotensin II binding to angiotensin II type 1 receptor',,,http://purl.obolibrary.org/obo/GO_0016485
http://purl.obolibrary.org/obo/CIDO_0000280,'viral life cycle',,,http://purl.obolibrary.org/obo/BFO_0000015
http://purl.obolibrary.org/obo/CIDO_0000282,'coronavirus life cycle',,,http://purl.obolibrary.org/obo/CIDO_0000280
http://purl.obolibrary.org/obo/CIDO_0000283,'SARS-CoV-2 life cycle',,,http://purl.obolibrary.org/obo/CIDO_0000282
http://purl.obolibrary.org/obo/CIDO_0000284,'viral life cycle stage',,'vial life cycle is the collection of the multiple steps involved in the virus processes occurring inside cells',http://purl.obolibrary.org/obo/BFO_0000015
http://purl.obolibrary.org/obo/CIDO_0000285,'coronavirus life cycle stage',,,http://purl.obolibrary.org/obo/CIDO_0000284
http://purl.obolibrary.org/obo/CIDO_0000286,'SARS-CoV-2 life cycle stage',,,http://purl.obolibrary.org/obo/CIDO_0000285
http://purl.obolibrary.org/obo/CIDO_0000345,'host-coronavirus molecular interaction',,,http://purl.obolibrary.org/obo/CIDO_0000084
http://purl.obolibrary.org/obo/CIDO_0000346,'host molecular response to coronavirus',,'A host-coronavirus molecular interaction where the focus is the coronavirus process inside a host cell at the molecular level.',http://purl.obolibrary.org/obo/CIDO_0000087	http://purl.obolibrary.org/obo/CIDO_0000198	http://purl.obolibrary.org/obo/CIDO_0000345
http://purl.obolibrary.org/obo/CIDO_0000347,'host response to SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000195
http://purl.obolibrary.org/obo/CIDO_0000348,'host-SARS-CoV-2 molecular interaction',,,http://purl.obolibrary.org/obo/CIDO_0000195
http://purl.obolibrary.org/obo/CIDO_0000351,'COVID-19 chemiluminescent diagnostic assay',,"'A COVID-19 serological diagnostic assay that tests the serum from the blood specimen to detect the antigen-antibody complex using light emission, which is generated from a chemical reaction.'",http://purl.obolibrary.org/obo/CIDO_0000262
http://purl.obolibrary.org/obo/CIDO_0000352,'COVID19 NGS diagnostic assay',,'a COVID-19 nucleic acid diagnostic assay using Next Genergation Sequence technology to detect virus RNA sequence.',http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000353,'COVID-19 lateral flow immunoassay',,'a COVID-19 ELISA serological diagnostic assay is a kind of rapid test that  run the liquid sample along the surface of a pad with reactive molecules that show a visual positive or negative results. This testing dose not need for specialized and costly equipment.',http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000361,'hydrolysis of angiotensinogen to angiotensin I',,,http://purl.obolibrary.org/obo/GO_0016485
http://purl.obolibrary.org/obo/CIDO_0000364,'severe COVID-19 disease process',,,http://purl.obolibrary.org/obo/OGMS_0000061
http://purl.obolibrary.org/obo/CIDO_0000423,'coronavirus disease diagnostic process',,'A diagnostic process for detecting coronavirus disease from a patient',http://purl.obolibrary.org/obo/OGMS_0000104
http://purl.obolibrary.org/obo/CIDO_0000424,'COVID-19 diagnostic process',,'A diagnostic process for detecting coronavirus from a patient',http://purl.obolibrary.org/obo/CIDO_0000423
http://purl.obolibrary.org/obo/CIDO_0000425,'SARS diagnostic process',,'A diagnostic process for detecting SARS from a patient',http://purl.obolibrary.org/obo/CIDO_0000423
http://purl.obolibrary.org/obo/CIDO_0000426,'MERS diagnostic process',,'A diagnostic process for detecting MERS from a patient',http://purl.obolibrary.org/obo/CIDO_0000423
http://purl.obolibrary.org/obo/CIDO_0000439,'COVID-19 diagnostic process using RT-PCR',,'A COVID-19 diagnostic process that uses a reverse transcription polymerase chain reaction (rRT -PCR) test',http://purl.obolibrary.org/obo/CIDO_0000038
http://purl.obolibrary.org/obo/CIDO_0000600,'SARS-CoV-2 NGS Assay',,,http://purl.obolibrary.org/obo/CIDO_0000352
http://purl.obolibrary.org/obo/CIDO_0000601,'Color COVID-19 Self-Swab Collection Kit DTC',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000602,'Color SARS-CoV-2 RT-LAMP Diagnostic Assay DTC',,,http://purl.obolibrary.org/obo/CIDO_0000261
http://purl.obolibrary.org/obo/CIDO_0000603,'GetMyDNA COVID-19 Test Home Collection Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000604,'Cue COVID-19 Test for Home and Over The Counter (OTC) Use',,,http://purl.obolibrary.org/obo/CIDO_0000261
http://purl.obolibrary.org/obo/CIDO_0000605,'CRSP SARS-CoV-2 Real-time Reverse Transcriptase (RT)-PCR Diagnostic Assay (Version 3)',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000606,'Alinity m Resp-4-Plex',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000607,'NxTAG Respiratory Pathogen Panel + SARS-CoV-2',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000608,'covidSHIELD',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000609,'Assurance SARS-CoV-2 Panel DTC',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000610,'Everlywell COVID-19 Test Home Collection Kit DTC',,,http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000611,'Bio-Rad Reliance SARS-CoV-2/FluA/FluB RT-PCR Assay Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000612,'BD SARS-CoV-2/Flu for BD MAX System',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000613,'Procleix SARS-CoV-2 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000259
http://purl.obolibrary.org/obo/CIDO_0000614,"'TaqPath COVID-19, FluA, FluB Combo Kit'",,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000615,'Visby Medical COVID-19 Point of Care Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000616,'Clinomics TrioDx RT-PCR COVID-19 Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000617,'BD Max Covid-19 Assay',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000618,'PMSF-INNO SARS-CoV-2 RT-PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000619,'Ambry COVID-19 RT-PCR Test',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000620,'UBI SARS-CoV-2 ELISA',,,http://purl.obolibrary.org/obo/CIDO_0000263
http://purl.obolibrary.org/obo/CIDO_0000621,'Bio-Rad Reliance SARS-CoV-2 RT-PCR Assay Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000622,'Ezplex SARS-CoV-2 G Kit',,,http://purl.obolibrary.org/obo/CIDO_0000019
http://purl.obolibrary.org/obo/CIDO_0000623,'VITROS Immunodiagnostic Products SARS-CoV-2 Antigen Reagent Pack',,,http://purl.obolibrary.org/obo/CIDO_0000351
http://purl.obolibrary.org/obo/CIDO_0000624,'EliA SARS-CoV-2-Sp1 IgG Test',,,http://purl.obolibrary.org/obo/CIDO_0000264
http://purl.obolibrary.org/obo/CIDO_0000625,'RapCov Rapid COVID-19 Test',,,http://purl.obolibrary.org/obo/CIDO_0000353
http://purl.obolibrary.org/obo/CIDO_0000626,'Dimension EXL SARS‑CoV‑2 IgG (CV2G)',,,http://purl.obolibrary.org/obo/CIDO_0000351
http://purl.obolibrary.org/obo/CIDO_0000627,'Dimension Vista SARS‑CoV‑2 IgG (COV2G)',,,http://purl.obolibrary.org/obo/CIDO_0000351
http://purl.obolibrary.org/obo/CIDO_0000628,'Simoa SARS-CoV-2 N Protein Antigen Test',,,http://purl.obolibrary.org/obo/CIDO_0000263
